57264,-10,10.5,9.7,1.6,0.4,1.6,6.5,2,-1.4,1.5,1.9,6.1,1.8,1.9,1.9,2.4,3.3,2.7,1.2,50,1.08,0.85,-0.4,4
57727,-7.5,9.6,8.9,1.4,0.5,1.1,6.1,1.8,-0.8,1.3,1.6,6.2,1.8,1.9,1.7,2,3.3,2.6,1.2,48,0.9,1.66,-0.32,3
58207,-10,10.4,9.6,1.5,0.1,1.3,6.5,2,-1.3,1.5,2.8,6.5,1.9,2.1,1.9,2,3.6,2.8,1.4,49,1.03,0.86,-0.31,4
58551,3.4,7.2,7,0.5,3.1,0.4,2.4,0.5,2.6,0.5,0.6,6.1,0.7,0.6,0.8,1,1.5,1.1,0.4,36,0.46,4.09,-0.55,2
60179,13.1,-0.1,9.9,0.1,10.1,-0.1,-0.5,-0.2,8.6,0.2,-0.3,14.6,0.2,0.4,0,0.2,0.7,0.4,0.1,22,0.04,0.59,0.98,1
61064,4.6,7.5,7.6,0.4,3.4,0.3,1.8,0.3,3.7,0.6,1.1,8.7,0.8,1,1.4,0.2,2.6,1.7,0.6,36,0.47,1.14,0.44,2
61295,6.7,6.2,7.6,0.4,4.7,0.2,1.3,0.1,4.7,0.6,1,9.8,0.4,1,1.3,0.1,2.5,1.6,0.5,36,0.42,1.47,0.05,2
62509,-10.8,10.1,9.5,1.6,0.4,1.5,6,1.9,-1,1.5,1.8,7.1,2,2.4,2,2.3,3.9,3.2,1.5,50,1,1.08,-0.09,4
64606,-3.1,9.3,8.4,1.2,1.2,1.5,5.3,1.6,-0.7,1.1,1.1,4.2,1.2,1.1,1.2,3.9,2.3,1.7,0.5,48,0.73,6.02,-0.99,3
65583,-3.6,9.4,8.6,1.3,1.3,1.6,5.4,1.7,-0.8,1.2,1.1,4.6,1.4,1.2,1.3,4.3,2.5,1.7,0.6,48,0.77,5.81,-0.62,0
67228,-0.6,8.9,8.3,0.9,2,0.6,4.9,1.4,0.9,1,1.3,7.3,1.5,1.6,1.4,1.8,2.7,2,0.9,42,0.63,3.46,0.04,2
69897,3.5,7.5,7.3,0.6,3.1,0.4,2.5,0.6,2.7,0.6,0.6,6.7,0.8,0.8,1,1,1.7,1.2,0.4,36,0.51,3.81,-0.26,2
70110,0.7,8.9,8.2,0.8,2.2,0.6,4.3,1.2,1.4,0.9,1.2,7,1.4,1.4,1.3,1.5,2.5,1.9,0.8,39,0.58,3.15,0.07,2
71369,-7.1,10.2,9.2,1,0.1,0.7,5.3,1.4,0,1.1,1.7,6.2,1.6,1.6,1.6,0.9,2.9,2.3,1.1,44,0.8,-0.35,-0.39,3
72660,12.9,0.2,9.8,0.1,10.1,-0.1,-0.3,-0.3,8.6,0.3,-0.2,14.6,0,0.3,0.2,0.4,0.6,0.5,0.1,21,0,0.81,0.34,1
72968,11.1,-0.3,9.5,0,9.6,-0.5,-0.2,-0.3,8.3,0.3,-0.2,14.1,0.3,0.5,0.3,-0.2,1.2,0.5,1,21,-0.03,1.14,1.6,1
75732,-7.8,8.8,8.6,1.9,1.3,1.8,6.1,2.2,-1.3,1.6,1.6,8.2,2.5,2.6,2.4,5,4.7,3.4,1.7,48,0.87,5.46,0.13,4
76151,-2.3,8.6,8.1,1.2,1.8,0.9,5,1.6,0.4,1.2,1.3,7,1.7,1.6,1.5,2.7,3.2,2.2,1,43,0.67,4.84,0.01,3
76291,-11.2,10.6,9.8,1.8,0.7,2.1,6.3,2.1,-1.5,1.6,1.9,6.6,1.9,2.2,2.3,3.2,3.8,3.5,1.6,51,1.09,1.5,-0.08,4
76294,-10.7,10.3,9.7,1.4,-0.3,1,6.3,1.9,-0.9,1.4,1.8,6.4,1.8,2.1,1.8,1.6,3.5,2.8,1.4,48,1,-0.21,-0.12,4
76813,-9.1,10.2,9.4,1.3,0.1,0.9,5.6,1.7,-0.5,1.3,1.7,6.2,1.7,2,1.6,1.5,3.3,2.5,1.3,49,0.93,0.24,-0.82,3
